Source,Target,Weight,Time
504,23,2,2011-04-14
607,23,2,2011-04-05
845,23,2,2011-04-20
401,23,2,2011-04-05
908,23,2,2011-03-26
1911,23,2,2011-03-23
710,23,2,2011-03-22
99,23,2,2011-03-10
1226,23,2,2011-02-28
139,23,2,2011-03-07
768,23,2,2011-01-18
537,23,1,2011-05-04
848,23,1,2011-04-30
658,23,1,2011-04-24
2443,23,1,2011-04-08
2447,23,1,2011-04-07
1402,23,1,2011-03-30
1080,23,1,2011-03-26
466,23,1,2011-03-15
1078,23,1,2011-03-12
1601,23,1,2011-03-09
1398,23,1,2011-03-09
2438,23,1,2011-02-25
935,23,1,2011-02-18
1087,23,1,2011-01-21
512,23,1,2010-12-31
40,23,1,2010-12-31
23,129,10,2011-04-08
23,469,7,2011-04-21
23,656,6,2011-04-04
23,437,5,2011-04-07
23,844,5,2011-04-05
23,1131,4,2011-03-10
23,389,4,2011-01-27
23,564,4,2011-04-22
23,293,4,2011-04-14
23,770,4,2011-04-12
23,843,4,2011-04-12
23,607,4,2011-04-06
23,500,4,2011-03-28
23,842,4,2011-03-23
23,713,3,2011-04-15
23,772,3,2011-04-28
23,847,3,2011-04-06
23,153,3,2011-03-17
23,1400,3,2011-04-01
23,1401,3,2011-03-16
23,1613,2,2011-04-19
23,1082,2,2011-04-15
23,167,2,2011-04-14
23,504,2,2011-04-14
23,501,2,2011-04-08
23,298,2,2011-03-29
23,845,2,2011-04-20
23,908,2,2011-03-26
23,1911,2,2011-03-23
23,99,2,2011-03-10
23,108,2,2011-03-08
23,1226,2,2011-02-28
23,139,2,2011-03-07
23,710,2,2011-02-01
23,44,2,2011-02-25
23,768,2,2011-02-11
23,848,1,2011-04-30
23,119,1,2011-04-26
23,440,1,2011-04-26
23,773,1,2011-04-13
23,2443,1,2011-04-08
23,2447,1,2011-04-07
23,503,1,2011-04-06
23,1402,1,2011-03-30
23,138,1,2011-03-30
23,401,1,2011-03-29
23,1080,1,2011-03-26
23,466,1,2011-03-18
23,2441,1,2011-03-15
23,1078,1,2011-03-12
23,84,1,2011-03-12
23,1601,1,2011-03-09
23,1398,1,2011-03-09
23,2438,1,2011-02-25
23,935,1,2011-02-18
23,1919,1,2011-02-15
23,1087,1,2011-01-21
23,512,1,2010-12-31
23,40,1,2010-12-31
34,24,6,2014-01-20
26,24,6,2013-06-13
205,24,5,2014-01-10
63,24,5,2013-05-17
88,24,5,2014-11-19
47,24,5,2012-05-11
7603,24,5,2012-05-24
173,24,4,2014-02-13
107,24,4,2013-03-20
124,24,4,2013-01-15
85,24,4,2013-12-14
32,24,4,2014-01-27
185,24,4,2013-10-01
798,24,4,2012-03-29
308,24,3,2014-02-19
49,24,3,2013-12-09
562,24,3,2012-06-28
190,24,3,2013-04-08
67,24,3,2012-08-21
70,24,3,2012-08-16
117,24,3,2012-10-23
33,24,3,2012-07-26
51,24,2,2014-02-07
36,24,2,2013-06-13
145,24,2,2013-06-13
494,24,2,2013-05-16
621,24,2,2013-03-19
703,24,2,2013-03-12
632,24,2,2013-03-06
125,24,2,2014-11-21
73,24,2,2012-12-28
95,24,2,2012-12-07
1029,24,2,2013-01-04
159,24,2,2012-08-24
177,24,2,2012-09-21
25,24,2,2013-06-13
201,24,2,2012-03-29
31,24,2,2012-10-24
44,24,2,2012-03-06
42,24,2,2012-07-27
485,24,2,2012-01-25
371,24,1,2014-08-01
72,24,1,2014-01-20
154,24,1,2013-12-17
241,24,1,2013-11-13
191,24,1,2013-06-24
3253,24,1,2013-06-17
83,24,1,2013-05-07
1856,24,1,2013-05-02
818,24,1,2013-03-27
6014,24,1,2013-03-13
3147,24,1,2013-03-13
7512,24,1,2013-02-21
345,24,1,2013-02-19
374,24,1,2013-02-11
110,24,1,2013-01-27
143,24,1,2013-01-24
643,24,1,2013-01-17
941,24,1,2012-12-28
885,24,1,2012-12-28
1351,24,1,2012-12-20
166,24,1,2012-09-21
90,24,1,2012-07-31
62,24,1,2012-07-17
7377,24,1,2012-06-22
411,24,1,2012-06-21
50,24,1,2012-03-26
949,24,1,2012-03-23
211,24,1,2012-02-15
316,24,1,2011-12-30
588,24,1,2011-12-21
2147,24,1,2011-12-14
77,24,1,2011-12-13
1731,24,1,2012-02-02
24,1691,10,2013-03-20
24,63,6,2013-10-23
24,32,6,2014-02-03
24,308,5,2013-07-03
24,34,5,2014-03-27
24,145,5,2013-06-13
24,88,5,2014-11-19
24,124,5,2013-01-15
24,70,5,2012-08-15
24,47,5,2013-02-04
24,185,5,2012-11-30
24,85,4,2013-12-14
24,31,4,2013-08-15
24,484,3,2013-11-27
24,269,3,2013-05-23
24,49,3,2013-12-09
24,173,3,2014-01-27
24,125,3,2014-11-21
24,107,3,2013-02-28
24,51,3,2014-02-07
24,67,3,2012-08-21
24,25,3,2013-06-13
24,33,3,2012-07-26
24,949,3,2012-03-23
24,122,2,2013-12-10
24,412,2,2013-08-16
24,36,2,2013-06-13
24,494,2,2013-05-16
24,621,2,2013-03-19
24,5342,2,2013-01-10
24,1029,2,2013-01-04
24,95,2,2012-12-07
24,159,2,2012-08-24
24,29,2,2013-06-17
24,201,2,2012-03-29
24,50,2,2012-03-26
24,42,2,2012-07-27
24,98,1,2014-12-01
24,288,1,2014-12-01
24,371,1,2014-08-04
24,708,1,2014-05-01
24,94,1,2014-04-11
24,72,1,2014-01-20
24,241,1,2013-11-13
24,250,1,2013-08-23
24,93,1,2013-07-16
24,191,1,2013-06-26
24,249,1,2013-05-28
24,229,1,2013-05-23
24,126,1,2013-05-16
24,7562,1,2013-05-07
24,83,1,2013-05-20
24,1856,1,2013-05-02
24,168,1,2013-04-26
24,134,1,2013-03-22
24,3147,1,2013-03-12
24,703,1,2013-03-12
24,632,1,2013-03-06
24,7512,1,2013-02-20
24,345,1,2013-02-19
24,374,1,2013-02-11
24,110,1,2013-01-27
24,143,1,2013-01-24
24,643,1,2013-01-17
24,941,1,2012-12-28
24,73,1,2012-12-28
24,885,1,2012-12-28
24,1351,1,2012-12-19
24,166,1,2012-09-21
24,549,1,2012-08-19
24,443,1,2012-07-19
24,62,1,2012-07-17
24,562,1,2012-06-28
24,411,1,2012-06-21
24,133,1,2012-05-05
24,117,1,2012-04-17
24,44,1,2012-03-06
24,211,1,2012-02-15
24,485,1,2012-01-25
24,316,1,2011-12-30
24,588,1,2011-12-21
24,2147,1,2011-12-14
24,77,1,2011-12-13
24,1731,1,2012-02-02
24,7565,-1,2012-09-25
24,7600,-1,2012-09-17
24,798,-1,2013-01-21
24,7377,-5,2014-03-07
24,190,-5,2014-09-09
24,7548,-10,2013-06-13
24,90,-10,2013-03-06
265,25,10,2012-07-23
284,25,8,2012-05-25
177,25,7,2012-12-10
876,25,5,2012-09-20
1326,25,5,2012-06-13
52,25,5,2012-07-13
95,25,3,2013-08-01
31,25,3,2013-06-17
696,25,3,2013-02-18
249,25,3,2012-08-13
1136,25,3,2012-08-04
29,25,3,2012-10-04
686,25,3,2012-08-09
592,25,3,2012-04-23
115,25,2,2013-06-18
523,25,2,2012-12-24
329,25,2,2012-12-28
36,25,2,2012-12-07
2280,25,2,2012-12-27
53,25,2,2012-11-24
33,25,2,2012-11-08
62,25,2,2012-11-24
124,25,2,2012-11-22
332,25,2,2012-12-10
228,25,2,2012-10-15
1165,25,2,2012-09-28
318,25,2,2012-09-21
656,25,2,2012-09-08
1787,25,2,2012-09-06
60,25,2,2012-07-11
32,25,2,2013-05-01
133,25,2,2012-05-24
799,25,2,2012-05-12
145,25,2,2012-10-27
90,25,2,2012-04-10
663,25,1,2013-04-15
7509,25,1,2013-04-01
641,25,1,2013-03-21
1830,25,1,2013-03-13
1342,25,1,2013-03-09
1336,25,1,2013-03-07
1792,25,1,2013-02-18
47,25,1,2013-02-06
2308,25,1,2013-01-07
7551,25,1,2012-12-25
492,25,1,2012-12-16
97,25,1,2012-12-11
3082,25,1,2012-12-07
396,25,1,2012-11-30
395,25,1,2012-11-27
140,25,1,2012-11-25
7540,25,1,2012-11-13
813,25,1,2012-11-10
143,25,1,2012-11-08
287,25,1,2012-10-30
78,25,1,2012-10-29
3043,25,1,2012-10-27
370,25,1,2012-10-17
7548,25,1,2012-09-27
1340,25,1,2012-09-07
1788,25,1,2012-09-05
7553,25,1,2012-08-30
2135,25,1,2012-08-14
693,25,1,2012-08-13
2980,25,1,2012-08-12
172,25,1,2012-08-12
122,25,1,2012-08-01
166,25,1,2012-08-01
7588,25,1,2012-07-29
295,25,1,2012-07-28
1776,25,1,2012-07-28
266,25,1,2012-07-22
43,25,1,2012-07-17
37,25,1,2012-07-16
190,25,1,2012-06-20
801,25,1,2012-06-18
187,25,1,2012-06-11
804,25,1,2012-06-06
7565,25,1,2012-05-13
487,25,1,2012-04-30
1764,25,1,2012-04-22
2196,25,1,2012-04-18
1031,25,1,2012-04-18
1034,25,1,2012-04-17
258,25,1,2012-04-15
479,25,1,2012-04-12
142,25,1,2012-04-10
7593,25,1,2012-04-10
949,25,1,2012-04-07
1032,25,1,2012-03-27
739,25,1,2012-03-22
1492,25,1,2012-03-21
25,265,8,2012-07-23
25,284,8,2012-05-25
25,52,5,2012-08-28
25,31,3,2012-12-24
25,696,3,2012-10-04
25,249,3,2012-08-13
25,29,3,2012-10-04
25,801,3,2012-06-18
25,686,3,2012-08-09
25,592,3,2012-04-23
25,145,3,2012-10-27
25,95,2,2013-08-01
25,329,2,2012-12-28
25,2280,2,2012-12-27
25,55,2,2012-11-08
25,62,2,2012-11-24
25,124,2,2012-11-22
25,332,2,2012-12-10
25,228,2,2012-10-15
25,1165,2,2012-10-24
25,523,2,2012-12-24
25,318,2,2012-09-21
25,876,2,2012-09-20
25,1787,2,2012-09-06
25,41,2,2012-08-11
25,32,2,2013-05-01
25,60,2,2012-06-10
25,1326,2,2012-06-13
25,133,2,2012-05-24
25,115,1,2013-06-18
25,663,1,2013-04-15
25,701,1,2013-04-12
25,7509,1,2013-04-01
25,641,1,2013-03-21
25,244,1,2013-03-20
25,1830,1,2013-03-13
25,1342,1,2013-03-09
25,1336,1,2013-03-07
25,1792,1,2013-02-18
25,47,1,2013-02-06
25,2308,1,2013-01-07
25,7551,1,2012-12-25
25,492,1,2012-12-16
25,97,1,2012-12-11
25,36,1,2012-12-07
25,3082,1,2012-12-07
25,396,1,2012-11-30
25,395,1,2012-11-27
25,3071,1,2012-11-27
25,140,1,2012-11-25
25,7540,1,2012-11-13
25,813,1,2012-11-10
25,143,1,2012-11-08
25,33,1,2012-11-05
25,287,1,2012-10-30
25,78,1,2012-10-29
25,3043,1,2012-10-27
25,26,1,2012-10-18
25,370,1,2012-10-17
25,656,1,2012-09-08
25,1340,1,2012-09-07
25,1788,1,2012-09-05
25,7553,1,2012-08-30
25,1155,1,2012-08-14
25,2135,1,2012-08-14
25,693,1,2012-08-13
25,2980,1,2012-08-12
25,172,1,2012-08-12
25,1136,1,2012-08-04
25,122,1,2012-08-02
25,166,1,2012-08-01
25,7588,1,2012-07-29
25,295,1,2012-07-28
25,1776,1,2012-07-28
25,266,1,2012-07-22
25,43,1,2012-07-17
25,37,1,2012-07-16
25,593,1,2012-07-13
25,187,1,2012-06-11
25,804,1,2012-06-06
25,7565,1,2012-05-13
25,487,1,2012-04-30
25,1764,1,2012-04-22
25,2196,1,2012-04-18
25,1031,1,2012-04-18
25,799,1,2012-05-20
25,1034,1,2012-04-17
25,258,1,2012-04-15
25,479,1,2012-04-12
25,142,1,2012-04-10
25,90,1,2012-04-10
25,949,1,2012-04-07
25,1032,1,2012-03-27
25,739,1,2012-03-22
25,1492,1,2012-03-21
25,7548,-1,2012-10-02
25,177,-1,2013-07-19
25,7593,-10,2012-04-17
177,26,9,2013-01-23
32,26,8,2014-05-05
93,26,6,2013-11-15
47,26,6,2012-06-16
85,26,5,2012-10-28
6257,26,4,2013-04-20
67,26,4,2013-08-21
111,26,3,2013-05-28
7595,26,3,2013-02-13
348,26,3,2012-06-18
318,26,3,2012-10-27
7603,26,3,2012-05-24
613,26,3,2012-02-18
212,26,3,2011-09-11
34,26,2,2013-09-26
191,26,2,2013-06-18
51,26,2,2012-12-14
112,26,2,2013-04-29
27,26,2,2013-03-17
190,26,2,2012-06-27
7565,26,2,2012-06-05
52,26,2,2012-06-25
133,26,2,2012-04-26
277,26,2,2012-02-20
589,26,2,2012-01-17
100,26,2,2012-06-12
1294,26,2,2011-12-27
1128,26,2,2011-12-03
683,26,2,2011-11-05
315,26,2,2011-11-05
132,26,2,2011-07-15
155,26,2,2011-09-05
125,26,1,2014-11-16
58,26,1,2014-06-26
95,26,1,2013-12-07
105,26,1,2013-12-04
207,26,1,2013-10-27
3304,26,1,2013-10-17
245,26,1,2013-12-21
173,26,1,2014-05-16
266,26,1,2013-09-05
73,26,1,2013-09-02
1378,26,1,2013-08-26
128,26,1,2013-08-23
1876,26,1,2013-08-15
2372,26,1,2013-08-14
116,26,1,2013-08-12
242,26,1,2013-09-20
165,26,1,2013-07-16
247,26,1,2013-07-09
308,26,1,2013-07-03
2650,26,1,2013-06-23
248,26,1,2013-06-22
391,26,1,2013-06-18
172,26,1,2013-06-12
229,26,1,2013-06-10
494,26,1,2013-05-19
6369,26,1,2013-05-09
1568,26,1,2013-05-01
1175,26,1,2013-04-27
693,26,1,2013-04-16
286,26,1,2013-10-12
1059,26,1,2013-03-11
333,26,1,2013-02-13
295,26,1,2013-01-22
244,26,1,2013-01-21
199,26,1,2012-12-03
748,26,1,2012-12-02
88,26,1,2013-12-10
373,26,1,2012-12-03
331,26,1,2012-11-30
330,26,1,2012-11-28
187,26,1,2012-11-26
2250,26,1,2012-11-21
7443,26,1,2012-11-18
62,26,1,2012-10-30
170,26,1,2012-10-15
83,26,1,2012-08-07
684,26,1,2012-08-05
1946,26,1,2012-07-07
804,26,1,2012-07-03
219,26,1,2012-06-26
166,26,1,2012-06-24
38,26,1,2012-06-21
211,26,1,2012-06-16
411,26,1,2012-06-15
66,26,1,2012-06-13
941,26,1,2012-06-07
350,26,1,2012-06-17
69,26,1,2012-03-15
55,26,1,2012-03-09
1309,26,1,2012-03-02
798,26,1,2012-02-24
157,26,1,2012-02-25
386,26,1,2012-02-22
70,26,1,2012-12-07
1458,26,1,2012-02-25
145,26,1,2012-02-18
75,26,1,2012-02-17
7457,26,1,2012-01-28
632,26,1,2012-01-28
485,26,1,2012-01-22
777,26,1,2011-12-29
39,26,1,2011-12-27
142,26,1,2011-12-25
409,26,1,2011-12-03
33,26,1,2011-12-03
1427,26,1,2011-11-19
45,26,1,2011-11-11
505,26,1,2011-11-08
193,26,1,2011-11-07
305,26,1,2011-11-06
942,26,1,2011-11-05
943,26,1,2011-11-05
1137,26,1,2011-10-23
1711,26,1,2011-09-13
284,26,1,2011-09-11
1021,26,1,2011-07-15
231,26,1,2011-07-14
2336,26,-1,2014-12-09
59,26,-1,2013-12-25
2358,26,-3,2013-04-28
7598,26,-10,2013-07-19
7602,26,-10,2013-07-19
26,279,10,2013-07-20
26,88,10,2013-11-30
26,29,9,2013-11-10
26,93,8,2013-11-01
26,47,6,2013-09-05
26,242,5,2013-12-05
26,112,5,2013-05-25
26,308,4,2013-07-03
26,2280,4,2013-01-25
26,32,4,2014-03-15
26,67,4,2013-08-21
26,245,3,2013-12-13
26,111,3,2013-05-28
26,7514,3,2013-04-30
26,27,3,2013-04-29
26,166,3,2012-07-08
26,33,3,2012-06-28
26,190,3,2012-06-22
26,348,3,2012-06-18
26,52,3,2012-06-30
26,485,3,2012-01-22
26,211,3,2012-06-11
26,49,2,2013-08-14
26,116,2,2013-08-31
26,191,2,2013-08-24
26,262,2,2013-06-06
26,7595,2,2013-02-13
26,268,2,2013-01-27
26,51,2,2012-12-14
26,70,2,2012-12-07
26,373,2,2013-09-11
26,83,2,2012-10-22
26,100,2,2012-06-12
26,1138,2,2012-02-25
26,318,2,2012-09-22
26,933,2,2012-02-24
26,1030,2,2012-02-25
26,386,2,2012-02-22
26,133,2,2012-02-24
26,277,2,2012-02-20
26,145,2,2012-07-08
26,75,2,2012-02-17
26,589,2,2012-01-20
26,142,2,2011-12-25
26,1294,2,2011-12-27
26,1128,2,2011-12-03
26,683,2,2011-11-05
26,125,1,2014-11-16
26,7516,1,2013-11-07
26,207,1,2013-11-02
26,3304,1,2013-10-17
26,173,1,2013-12-11
26,73,1,2013-09-02
26,266,1,2013-09-01
26,2389,1,2013-08-31
26,128,1,2013-08-23
26,1876,1,2013-08-15
26,666,1,2013-08-14
26,2372,1,2013-08-13
26,247,1,2013-07-09
26,2650,1,2013-06-23
26,248,1,2013-06-23
26,391,1,2013-06-18
26,172,1,2013-06-12
26,229,1,2013-06-10
26,760,1,2013-06-08
26,494,1,2013-08-30
26,975,1,2013-05-14
26,6369,1,2013-05-09
26,1568,1,2013-05-01
26,1175,1,2013-04-27
26,286,1,2013-03-20
26,1059,1,2013-03-11
26,1035,1,2013-03-06
26,333,1,2013-02-13
26,295,1,2013-01-22
26,244,1,2013-01-21
26,199,1,2012-12-03
26,330,1,2012-11-28
26,62,1,2012-10-30
26,5342,1,2012-08-24
26,216,1,2012-07-06
26,804,1,2012-07-03
26,219,1,2012-06-26
26,272,1,2012-06-25
26,38,1,2012-06-21
26,85,1,2014-04-09
26,66,1,2012-06-13
26,941,1,2012-06-07
26,350,1,2012-05-04
26,1501,1,2012-05-01
26,69,1,2012-03-15
26,55,1,2012-03-09
26,1309,1,2012-03-02
26,798,1,2012-02-24
26,632,1,2012-01-28
26,777,1,2011-12-29
26,547,1,2011-12-10
26,45,1,2011-11-11
26,505,1,2011-11-08
26,193,1,2011-11-07
26,305,1,2011-11-06
26,943,1,2011-11-05
26,35,1,2011-10-23
26,1137,1,2011-10-22
26,1711,1,2011-09-13
26,613,1,2011-09-11
26,284,1,2011-09-11
26,132,1,2011-07-15
26,1021,1,2011-07-15
26,231,1,2011-07-14
26,155,1,2011-07-14
26,7579,-2,2012-06-20
26,7578,-10,2013-09-01
26,177,-10,2013-06-27
26,7604,-10,2013-04-20
26,7602,-10,2013-04-10
26,816,-10,2013-06-10
26,7603,-10,2012-09-11
56,27,10,2013-04-29
754,27,10,2013-04-02
7595,27,6,2013-05-08
267,27,6,2012-09-18
125,27,5,2013-11-21
2328,27,5,2013-03-11
333,27,5,2013-04-10
517,27,5,2012-10-21
36,27,4,2013-10-03
199,27,4,2013-04-06
973,27,4,2013-03-27
123,27,4,2013-04-15
222,27,3,2014-07-26
34,27,3,2014-07-15
58,27,3,2014-07-21
6736,27,3,2013-10-19
103,27,3,2014-04-09
29,27,3,2013-04-20
591,27,3,2013-04-03
645,27,3,2013-03-28
1362,27,3,2013-03-14
1179,27,3,2013-03-11
105,27,2,2014-01-06
81,27,2,2013-11-07
2387,27,2,2013-09-26
290,27,2,2013-10-17
877,27,2,2013-05-05
557,27,2,2013-04-19
371,27,2,2013-04-08
47,27,2,2013-04-04
2336,27,2,2014-05-05
88,27,2,2013-03-13
2330,27,2,2013-03-05
7431,27,2,2013-03-04
519,27,2,2013-03-03
937,27,2,2012-12-31
321,27,1,2014-07-28
1127,27,1,2014-07-17
280,27,1,2014-07-14
7591,27,1,2014-07-11
2418,27,1,2014-06-24
118,27,1,2014-06-14
104,27,1,2014-05-10
706,27,1,2014-05-06
82,27,1,2014-02-10
825,27,1,2014-02-03
617,27,1,2013-11-02
87,27,1,2013-10-28
702,27,1,2013-10-19
1772,27,1,2013-10-18
7585,27,1,2013-10-02
336,27,1,2013-09-23
1130,27,1,2013-09-02
6667,27,1,2013-09-02
1566,27,1,2013-05-16
110,27,1,2013-04-29
6317,27,1,2013-04-26
172,27,1,2013-04-23
3074,27,1,2013-04-23
6290,27,1,2013-04-21
585,27,1,2013-04-20
253,27,1,2013-04-19
1187,27,1,2013-04-19
886,27,1,2013-04-08
96,27,1,2013-04-08
6131,27,1,2013-04-08
92,27,1,2013-04-05
67,27,1,2013-04-01
3166,27,1,2013-03-28
1055,27,1,2013-03-22
3156,27,1,2013-03-13
142,27,1,2013-03-06
177,27,1,2013-03-05
3145,27,1,2013-03-04
7554,27,1,2013-03-02
3134,27,1,2013-03-01
641,27,1,2013-03-01
1346,27,1,2013-02-01
492,27,1,2012-12-22
30,27,1,2012-10-23
27,56,10,2013-04-29
27,754,8,2013-03-20
27,267,6,2012-10-21
27,333,5,2013-04-01
27,36,4,2013-08-23
27,199,4,2013-04-06
27,123,4,2013-04-15
27,222,3,2014-07-21
27,103,3,2014-04-09
27,591,3,2013-04-03
27,645,3,2013-03-28
27,973,3,2013-03-27
27,125,3,2013-04-19
27,34,2,2014-07-15
27,58,2,2014-02-03
27,105,2,2014-01-06
27,81,2,2013-11-07
27,290,2,2013-10-17
27,877,2,2013-05-05
27,110,2,2013-04-29
27,29,2,2013-04-20
27,371,2,2013-04-08
27,47,2,2013-04-04
27,88,2,2013-03-13
27,519,2,2013-03-03
27,1179,2,2013-03-11
27,321,1,2014-07-28
27,1127,1,2014-07-17
27,280,1,2014-07-14
27,2418,1,2014-06-24
27,118,1,2014-06-14
27,104,1,2014-05-10
27,706,1,2014-05-06
27,82,1,2014-02-10
27,825,1,2014-02-03
27,617,1,2013-11-02
27,87,1,2013-10-28
27,702,1,2013-10-19
27,336,1,2013-09-23
27,172,1,2013-04-23
27,585,1,2013-04-20
27,557,1,2013-04-19
27,253,1,2013-04-19
27,1187,1,2013-04-19
27,886,1,2013-04-08
27,96,1,2013-04-08
27,92,1,2013-04-05
27,67,1,2013-04-01
27,2336,1,2013-03-23
27,1055,1,2013-03-22
27,1362,1,2013-03-13
27,142,1,2013-09-16
27,177,1,2013-03-04
27,641,1,2013-03-01
27,492,1,2012-12-22
27,30,1,2012-10-21
314,28,10,2011-06-25
1458,28,10,2011-06-14
254,28,10,2011-06-11
327,28,10,2011-06-11
89,28,10,2011-06-11
1249,28,10,2011-06-10
195,28,10,2011-06-08
726,28,10,2011-06-05
130,28,10,2011-06-08
37,28,5,2011-06-28
1455,28,5,2011-06-09
2602,28,5,2011-06-09
76,28,5,2011-06-08
1674,28,5,2011-06-07
7564,28,4,2011-06-09
275,28,3,2011-06-10
406,28,3,2011-06-09
2028,28,3,2014-05-04
2022,28,3,2011-06-05
489,28,2,2012-07-29
7561,28,2,2011-06-11
1450,28,2,2011-06-11
2031,28,2,2011-06-10
7394,28,2,2011-06-12
1255,28,2,2011-06-06
102,28,2,2011-06-08
955,28,1,2012-04-19
485,28,1,2012-01-25
7328,28,1,2011-07-02
132,28,1,2011-06-24
671,28,1,2011-06-13
1267,28,1,2011-06-12
2064,28,1,2011-06-12
677,28,1,2011-06-11
322,28,1,2011-06-11
1120,28,1,2011-06-11
2620,28,1,2011-06-11
401,28,1,2011-06-11
931,28,1,2011-06-11
857,28,1,2011-06-11
670,28,1,2011-06-10
1237,28,1,2011-06-10
1117,28,1,2011-06-12
2604,28,1,2011-06-08
408,28,1,2011-06-08
1449,28,1,2011-06-07
2029,28,1,2011-06-06
675,28,1,2011-06-06
580,28,1,2011-06-06
2585,28,1,2011-06-06
50,28,1,2011-06-06
514,28,1,2011-06-06
1007,28,1,2011-06-05
28,314,10,2011-06-25
28,195,10,2011-06-08
28,37,5,2011-06-28
28,130,5,2012-04-18
28,1455,3,2011-06-09
28,406,3,2011-06-11
28,7564,3,2011-06-09
28,1674,3,2011-06-07
28,1255,3,2011-06-10
28,102,3,2011-06-08
28,7328,2,2011-07-08
28,327,2,2011-06-13
28,670,2,2011-06-10
28,1117,2,2011-06-13
28,1450,2,2011-06-11
28,275,2,2011-06-10
28,2028,2,2011-06-10
28,2031,2,2011-06-10
28,2022,2,2011-06-05
28,489,1,2012-07-21
28,80,1,2012-05-12
28,955,1,2012-04-19
28,485,1,2012-01-25
28,132,1,2011-06-24
28,2064,1,2011-06-13
28,931,1,2011-06-11
28,857,1,2011-06-11
28,89,1,2011-06-10
28,1249,1,2011-06-10
28,2602,1,2011-06-09
28,2604,1,2011-06-08
28,76,1,2011-06-08
28,408,1,2011-06-08
28,1449,1,2011-06-07
28,2029,1,2011-06-06
28,675,1,2011-06-06
28,580,1,2011-06-06
28,2585,1,2011-06-06
28,50,1,2011-06-06
28,514,1,2011-06-06
28,7394,1,2011-06-05
28,726,1,2011-06-05
28,1007,1,2011-06-05
28,7561,-10,2011-06-28
208,29,5,2013-07-18
178,29,5,2013-01-21
125,29,4,2014-11-27
207,29,4,2014-01-27
34,29,4,2014-03-16
242,29,4,2013-07-21
123,29,4,2013-02-08
124,29,4,2013-01-13
43,29,4,2013-08-17
177,29,4,2012-10-01
2385,29,3,2013-08-16
83,29,3,2013-04-02
32,29,3,2013-12-20
85,29,3,2014-12-25
106,29,3,2012-07-19
249,29,2,2014-12-10
280,29,2,2014-04-09
222,29,2,2014-02-20
155,29,2,2013-08-22
158,29,2,2013-08-20
491,29,2,2014-08-22
201,29,2,2013-04-26
102,29,2,2013-04-10
1188,29,2,2013-04-07
111,29,2,2013-02-16
95,29,2,2013-07-09
684,29,2,2012-12-20
228,29,2,2012-11-28
747,29,2,2012-10-01
116,29,2,2013-08-06
1046,29,2,2012-09-15
122,29,2,2012-09-07
319,29,2,2012-08-28
411,29,2,2012-09-18
110,29,2,2012-06-07
360,29,2,2012-08-10
58,29,1,2014-06-23
88,29,1,2014-05-06
526,29,1,2014-02-20
173,29,1,2013-12-11
496,29,1,2013-11-22
983,29,1,2013-08-19
981,29,1,2013-08-15
3264,29,1,2013-07-02
174,29,1,2013-05-02
509,29,1,2013-04-28
7595,29,1,2013-04-09
63,29,1,2013-04-07
1797,29,1,2013-03-09
1159,29,1,2013-03-03
373,29,1,2013-03-01
33,29,1,2013-01-31
278,29,1,2013-01-25
1056,29,1,2012-12-29
885,29,1,2012-12-29
53,29,1,2012-12-21
113,29,1,2012-12-08
287,29,1,2012-12-02
5342,29,1,2012-10-28
89,29,1,2012-10-06
154,29,1,2012-10-04
1794,29,1,2012-10-04
7512,29,1,2012-10-02
787,29,1,2012-09-28
136,29,1,2012-09-15
7426,29,1,2012-09-15
960,29,1,2012-09-13
614,29,1,2012-09-10
205,29,1,2012-08-03
142,29,1,2012-07-26
1149,29,1,2012-04-27
135,29,1,2012-04-21
29,242,5,2013-07-21
29,208,5,2013-08-05
29,83,4,2013-01-27
29,43,4,2013-08-17
29,123,3,2013-02-08
29,124,3,2012-12-07
29,222,2,2014-02-20
29,32,2,2013-10-18
29,155,2,2013-08-22
29,2385,2,2013-08-16
29,1188,2,2013-04-07
29,278,2,2013-01-25
29,684,2,2012-12-20
29,228,2,2012-11-28
29,747,2,2012-09-30
29,178,2,2012-09-18
29,116,2,2013-08-06
29,122,2,2012-09-06
29,411,2,2012-09-17
29,496,1,2013-11-22
29,207,1,2013-10-26
29,158,1,2013-08-20
29,983,1,2013-08-19
29,981,1,2013-08-15
29,3264,1,2013-07-02
29,174,1,2013-05-02
29,509,1,2013-04-28
29,201,1,2013-04-26
29,102,1,2013-04-10
29,7595,1,2013-04-09
29,373,1,2013-03-01
29,111,1,2013-02-16
29,33,1,2013-01-31
29,1056,1,2012-12-29
29,885,1,2012-12-29
29,95,1,2012-12-24
29,113,1,2012-12-08
29,287,1,2012-12-02
29,89,1,2012-10-06
29,1794,1,2012-10-04
29,7512,1,2012-10-02
29,787,1,2012-09-28
29,136,1,2012-09-15
29,7426,1,2012-09-15
29,1046,1,2012-09-15
29,960,1,2012-09-13
29,614,1,2012-09-10
29,319,1,2012-08-28
29,205,1,2012-08-03
29,85,1,2012-07-31
29,142,1,2012-07-26
29,110,1,2012-06-07
29,360,1,2012-05-03
29,1149,1,2012-04-27
29,177,-4,2013-10-03
244,30,10,2013-03-26
124,30,6,2013-01-10
308,30,5,2013-07-03
572,30,5,2013-05-13
320,30,5,2013-01-11
172,30,5,2013-01-09
319,30,5,2012-09-28
1195,30,4,2014-01-19
